Country,Document,DocYear,Element,ElementLabel,ElementText,Sector,TargetTime,TargetValue,TargetUnit ,TargetMetric,TargetBaseYear,TargetBaseValue,IndicatorType,Specific,Measurable,Achievable,Relevant,Timebound
Tunisia,NDC,2021,Action,Measure,"Strengthen the recruitment of women in the civil service and the private sector, particularly in the tourism and ICT sectors and support the protection of the fairer sex of the status quo and of those who defend male supremacy and religious conservatism.",Social,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,"Reinforce the orientations of employability and creation of innovative projects in green professions, small and medium-sized enterprises based on the principles of the social and solidarity economy focused on the fields of the environment and adaptation to climate change",Social,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,"Integrate the issue of youth employment and equality of women and men in economic choices that offer opportunities of choice in the areas of the environment focused on SSE, alternative tourism and agroecology",Social,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,"Initiate the constitution of a committee of parliamentarians from all regions of Tunisia dedicated to the cause of women, particularly those in rural areas, in order to support the institutionalization of gender and its integration into public policies through climate change measures",Social,2030,1,Number, committees of parliamentarians representing issues of women,,,,,,,,
Tunisia,NDC,2021,Action,Measure,"Support the knowledge and training of parliaments in the areas of gender equality and climate change in order to strengthen and move closer to gender parity and succeed in representing the population in all its diversity, including all categories of women.",Social,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,"Strengthen the skills of parliamentarians and local government officials in the areas of egalitarian communication, gender ethics and the intersectionality of gender and its transversality in environmental and climate policies",Social,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,"Define a gender and climate change strategy in the agricultural sector and issue a clearly defined set of gender-related performance indicators and sex-disaggregated targets to measure progress, monitor and monitor changes and impacts",Social,2030,1,Number, gender strategies,,,,,,,,
Tunisia,NDC,2021,Action,Measure,"Base adaptation programs at the national and regional levels, as much on the needs of women farmers as men, without omitting additional research work to allow better mobilization of women and to develop their resilience and adaptation.",Social,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,"Reform the participation paradigm (including participatory research tools in rural areas) by integrating the systemic collection of data and information on the links between gender and climate change, food security and risk prevention",Social,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,"Examine and plan appropriate responses to the impacts of deteriorating climatic conditions, which affect the yields of food crops largely supported by women, and pose risks of food shortages and economic and social destabilization of women; especially those in disadvantaged regions.",Social,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,Support the access of rural women in cities to economic opportunities provided by cities,Social,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,Capitalize and carry out the scaling up and replicability of knowledge from studies and strategic documents and projects that have concerned interventions on gender and climate change,Social,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,"Establish a strategy to establish equality between women and men in OPAs (GDAs, Hydraulic Groups) Guarantee a water resilience policy based on gender justice",Social,2030,1,Number, strategies for gender equality,,,,,,,,
Tunisia,NDC,2021,Action,Measure,"Abolishing gender inequalities at scale by promoting gender-transformative planning, decision-making and institutional development for water and food security investments",Social,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,"Significantly strengthen women's access to information, decision-making power regarding practices and management",Social,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,"Establish an inventory study of experiences of resilience and adaptation in water management by women, women's organizations (GDA or / GH) in order to guide their power of involvement and gender decision-making (considering women an essential vector of communication and behavior change / management and mediation within the household and the community)",Social,2030,1,Number, inventory studies,,,,,,,,
Tunisia,NDC,2021,Action,Measure,"Initiate the use of ICTs and mobile phones among water user organizations in order to facilitate and optimize communication on meteorological aspects, equipment breakdowns and the management of DRW and irrigation",Social,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,"Strengthen the capacities of water sector decision-makers in the areas of negotiation of public water policies, governance integrating the areas of gender and participatory approaches, IWRM, Nexus,",Social,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,"Develop awareness of the health sectors,  agriculture and management of RE and sanitation products on the role of women in the field of  climate change environment, health protection and prevention of living environments, particularly in consideration of the post Corvid19 situation",Social,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,"Initiate synergies and communities of practice in water policies and sectors integrating the approaches of  nexus, GENRE, Gire and this within the Ministry of Agriculture, the services and organizations under the supervision of the environment (ONAS, ANGED) as well as the services of the health sector and preservation of hygiene.",Social,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,Operationalize the full participation of women in policies and areas of resilience to natural disasters and reduction of climate-related risks,Social,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,"Facilitate women's access to official disaster warning and management mechanisms and vectors, and to any information useful for disaster prevention and preparation.",Social,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,Take into account the active and transformative participation of women in the development and implementation of natural disaster prevention and damage mitigation strategies,Social,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,"Popularize and disseminate scientific and technical discourse on the aspects of GHG, RCC of adaptation and link it to the daily life of Tunisian women in fragile and vulnerable environments",Social,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,"Strengthen knowledge and awaken women NR users in GDAs, elected officials, technical directors or office workers, women in local technical administrations and women representatives of local communities on conflicts and situations of insecurity caused by natural disasters (radio sessions in local media, training and round tables)",Social,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,"Initiate training in specialized areas of  expertise related to the examination of conflict resolution and mediation integrating the gender perspective throughout the process, “Do No Harm” approach combined with participatory approaches",Social,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,Promote and involve more research on knowledge of ecosystem services and on climate-biodiversity interactions human health and the role of gender,Social,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,Make women and community organizations aware of the essential value of preserved and diversified ecosystems as an ally in the fight against climate change and the management of natural risks,Social,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,"Support the full participation of women as producers, consumers and owners of small and medium-sized enterprises and key decision-makers to create a  change key vector",Social,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,Integrate an inclusive and systemic approach to gender in health policy,Social,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,"Improving health services and benefits for women through prevention, through educational promotion, empowerment of professionals involved in the organization of awareness campaigns for women's productive and reproductive health, as well as to prevent and supporting women against domestic and gender-based violence",Social,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,"Specify adequate human resource policies in the health sector, able to reduce regional disparities, particularly in terms of access to health care, and rethink the programming of specialties and the allocation of specialties and health programs mother and child in the interior regions of the country.",Social,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,"Position women, young people and local action groups at the center of the development of the alternative and sustainable tourism offer",Social,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,"Develop a gender integration strategy in the sector in order to guide the involvement of women in tourism, crafts, production of local products, and in the enhancement of intangible cultural heritage",Social,2030,1,Number, gender integration strategies,,,,,,,,
Tunisia,NDC,2021,Action,Measure,"Consolidate the capacity of youth and women's associations to create territorial synergies for an alternative tourism offer (rural tourism, agri-tourism, promotion of local know-how such as cuisine and local products",Social,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,"Supporting the empowerment of women and young people through solidarity, inclusive and alternative tourism",Social,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,"Priorities related to communication, advocacy and strengthening gender and climate action",Social,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,Fight effectively against gender stereotypes and sexism and re-conceived ideas that arbitrarily assign to women and men roles determined and limited by their sex.,Social,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,Stimulate areas of research on gender mainstreaming in climate change and encourage studies in the areas of gender and,Social,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,climate governance in university curricula and professional training curricula,Social,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,"Develop the capacities of women's organizations in FBOs, associations and professional organizations in communication about environmental research and policy focused on climate change in order to equip them to develop and implement guidelines and programs for adaptation",Social,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,Take into account local contexts while giving priority to democratic and participatory approaches that ensure the long-term involvement of women.,Social,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,"Support the knowledge of civil society in gender issues related to climate change to strengthen the action and professionalization of a pluralist civil society, aware of political advocacy priorities",Social,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,Supervise the support of associations intervening at the local level to promote knowledge on climate issues in local territories and rural communities and strengthen information and mobilization campaigns for young people and women on gender issues and climate change,Social,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,"Boost alliances between professional associations and state institutions to promote and influence the integration of gender and youth as a crucial segment for socio-economic development integrating rights, environment and climate change issues",Social,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,"Promote and encourage among decision-makers in the adaptation and professional sectors and trade unions (women entrepreneurs, trade union, UGTT and SYNAGRI) sufficient knowledge on gender issues and climate policies in order to guarantee economic rights for women and improving equal opportunities at work",Social,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,"Train journalists by integrating women and young people in the media space in issues related to climate change, gender and the environment",Social,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,Organize the provision of data on climate impacts on the coast through mechanisms for the dissemination of information and content to raise awareness among girls and women and facilitate their understanding of the complexity of extreme climate phenomena in coastal and island contexts,Social,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,Identify and capitalize on local practices and strategies,Social,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,adaptation and risk management by involving the local population and women in order to guide more,Social,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,adaptation action and resilience (in particular through ancestral solutions and local and non-technical know-how).,Social,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,Define global but also variable geometry approaches to introduce green entrepreneurship according to spaces and environments while taking into account socio-economic factors integrating women (while considering potential synergistic and antagonistic effects between local and global changes in the environment).,Social,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,Supervise women and young people to exploit the potential of alternative tourism in the towns and localities of the coastal environment.,Social,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,Strengthen the social protection of the most vulnerable households and communities (“leave no one behind”),Social,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,"Study the institutional and financial feasibility of an Adaptive Social Protection (PSA) system that targets the most vulnerable populations, integrating the needs and interests of women.",Social,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,Formulate social protection programs that increase the adaptive capacity of households and communities.,Social,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,Ensure the evolution of social protection programs against climatic events and expected risks related to climate change,Social,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,"Legal references relating to regional planning, sensitive to climate change, in particular by explicitly introducing the fight against climate change as a principle in the new Code for regional planning and urban planning)",Territory,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,Update the planning approach to integrate climate change (implementation of a methodological toolbox that integrates climate change and land use planning for the preparation and development of five-year plans),Territory,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,Set up a system for monitoring and evaluating the impacts of climate change (take advantage of the creation of the ODT to make it a reference institution for the M&E of phenomena linked to climate change),Territory,2030,1,Number, systems for monitoring climate ipacts,,,,,,,,
Tunisia,NDC,2021,Action,Measure,Consideration of a climate risk budget in territorial planning (define and introduce new provisions that take into account the new organic law to provide guidance on integrating adaptation needs into sector and local program budgets),Territory,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,Integrate climate change risks and adaptation needs into local development plans and urban planning plans,Territory,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,Updating of the ToRs of studies relating to the development of PAUs and integration of issues relating to climate change,Territory,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,"Adaptation of the local and participatory planning approach to integrate aspects related to climate change (updating of methods, provision of methodological toolboxes, training of municipal officials responsible for planning and actors concerned by urban development)",Territory,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,Implementation of reference tools in terms of climate change (generalize / systematize the development of sustainable development charters and Climate Plans (such as the SDAZS model for the island of Djerba),Territory,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,Integration of citizens and civil society in actions targeting adaptation to climate change (creation of a “civil climate service” to involve civil society and citizens in adaptation to climate change).,Territory,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,Develop new eco-construction spaces Littoral,Territory,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,"Generate and share information, knowledge and knowledge to improve the resilience of the coastal sector to the effects of climate change and natural disasters",Territory,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,"Improve the effectiveness of the national coastal observation network (equip missing stations, renew equipment, update the Information System, integrate indicators for monitoring adaptation and the coastal and marine environment)",Territory,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,Improve the management of the Public Maritime Domain by considering the effects of climate change (planning).,Territory,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,"Develop and integrate innovative processes, methods and tools that integrate climate change and the risks of natural disasters into planning in the coastal sector",Territory,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,Make systematic and mandatory the use of the principles of Integrated Management of,Territory,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,Coastal Zones (ICZM) and the integration of climate change into planning,Territory,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,"Evaluate the cost of strategic retreat with different retreat scenarios (social, economic, and environmental)",Territory,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,Generalize Coastal Development Master Plans to coastal municipalities (with the Island of Jerba as a model) by integrating gender,Territory,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,Implement emergency response plans in sensitive and threatened areas,Territory,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,"Redevelopment and relocation of Industrial Zones. Program for the development, protection and rehabilitation of coastal and marine landscapes and ecosystems",Territory,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,Protect and preserve the goods and services of coastal and marine ecosystems vulnerable to pollution and other effects of climate change,Territory,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,"Rehabilitation and protection against erosion (zone between Ras Blat and the commercial port in Bizerte, zone of Chatt Mami, zone between Sousse Sud and Skanes in Monastir, zone of Aghir in Djerba, zone between Nabeul and Hammamet, zone between Gammarth- Carthage,...).",Territory,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,Strengthen financing mechanisms through innovative economic instruments,Territory,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,Protection of coastal aquifers from the risks of marine intrusion,Territory,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,"Extension, rehabilitation and protection of fishing ports in line with the results of the port master plan and in",Territory,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,"Initiate, in consultation with the stakeholders, prospective studies on the vulnerabilities, the costs of inaction and the ways of adapting the main sectors vulnerable economic sectors (tourism, buildings/constructions, banks and finance, , energy, digital, etc.)",Economy,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,Define a framework for assessing the impacts of climate change on the profitability of economic projects and decision support criteria to guide investments,Economy,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,"Update the digitization of coastal tourist potential and extend the exercise to other natural, social, heritage, cultural potential, etc. in the interior of the country.",Economy,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,"Strengthen the adaptation capacities of tourism stakeholders through the development of knowledge, education and training.",Economy,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,Develop a communication program focused on the effects of climate change and good Practices/Behaviours that target all sectors,Economy,2030,1,Number, comunications programs,,,,,,,,
Tunisia,NDC,2021,Action,Measure," particularly that of water resources, and economic actors, including tourism and its national and international customers.",Economy,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,"Increase the resilience of economic sectors, including tourism and its sub-sectors, of their actors and rationalize the use of resources",Economy,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,"Control the use of conventional and unconventional water resources in tourist establishments, rationalize their use in the components of the tourist chain: transport, accommodation, catering, services, and integrate unconventional water",Economy,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,Integrate the effects of climate change and extreme phenomena into planning processes for future tourist areas and structures.,Economy,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,"Improve the resilience of small and medium-sized hotel structures to the risks of climate change and the disasters generated by it, by involving them in an ecological certification program applied to the tourism sector such as the “Green Globe”, “Travelife”, green key, etc.",Economy,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,Increase the resilience of coastal tourist infrastructures in the face of the effects of climate change (ENAM and extreme phenomena) and enhance regional potential for the diversification of the offer.,Economy,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,Improve understanding of the adverse effects of climate change on population and service delivery.,Health,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,Improve skills in evaluating the effectiveness of interventions and systems under different climatic conditions.,Health,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,Strengthen the surveillance of climate-sensitive diseases and develop the capacity for early detection and early warning of phenomena with epidemic potential,Health,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,"Strengthening of the epidemio-surveillance, monitoring and alert information system, with a view to generating health alerts: the sentinel network based on emergencies (SU), Sentinel Network based on Free Practice Physicians (MLP), Event Based Surveillance Network (EBS), West Nile Early Warning System (VWN) Network",Health,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,Development and implementation of the E-CRF application in relation to the register of viral hepatitis in Tunisia,Health,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,"Develop capacities for monitoring and diagnosing diseases linked to the environment (air, water, foodstuffs) in connection with climate change and the establishment of a knowledge management bank in relation to climate change, specifically: a network for monitoring the health quality of indoor and outdoor air in particular particles of health interest; a food poisoning surveillance network; a water health monitoring network (hepatitis A virus, microbiological, heavy metals…).",Health,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,"Develop a geographic information system (GIS) for diseases with epidemic potential, in particular those with vector transmission.",Health,2030,1,Number, geographic information systems for diseases,,,,,,,,
Tunisia,NDC,2021,Action,Measure,Consolidate the management of food-related health risks by upgrading and automating the procedure for collecting and archiving information,Health,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,Provide training in epidemiology to doctors and paramedics working in health structures,Health,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,Develop the capacities of the health system and empower it to deal with the health risks associated with climate change,Health,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,Upgrade the health information system at central and regional level and direct it towards the alert and early detection of diseases with epidemic potential and climate-sensitive diseases.,Health,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,"Improve the health alert system with the aim of managing and preventing injuries, illnesses and deaths from heat waves and fires.",Health,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,"Revitalize and put in place all the elements for implementing the plan to respond to diseases with epidemic potential, in particular through the training of stakeholders on the SOPs of the plan, the programming, on a regular basis, of simulation exercises and adaptation to different situations.",Health,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,"Set up an operational Decision Support System (DSS), including in particular tools for modeling, managing and predicting these health risks  related to climate change.",Health,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,Develop and implement an innovative communication/information/public awareness program on the effects of climate change and measures to prevent and adapt to health risks.,Health,2030,1,Number, awareness programs,,,,,,,,
Tunisia,NDC,2021,Action,Measure,Develop a procedure to integrate health risks related to climate change as well as health impact studies in development projects,Health,2030,1,Number,climate-health risk integration procedure,,,,,,,,
Tunisia,NDC,2021,Action,Measure,particularly at the level of Environmental and Social Management Programs (ESMP).,Health,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,"Strengthen and institutionalize through regulatory texts as well as operational work procedures, all existing multi-sector actions: the water control, air quality control and the early warning system for climate risks",Health,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,Launch calls for tenders for multidisciplinary research projects that unite the scientific skills of different departments to meet the health challenges induced by climate change.,Health,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,Strengthen multidisciplinary research on emerging and re-emerging diseases as well as chronic diseases and analyze the cause and effect relationship with climate change,Health,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,"Implement a system for monitoring, tracing and surveillance of the methods of introduction and dispersal routes of invasive alien species (IAS) and assess their impacts on exploitable resources and coastal ecosystems ",Ecology,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,Improve the conservation and enhancement of indigenous genetic resources threatened by climate change ,Ecology,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,"Strengthen fodder autonomy (reduction of waste, stock management, diversification, improvement of quality, adapted varieties, etc.) ",Ecology,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,"Rehabilitate forest nurseries and development of native species, resilient to climate change and multipurpose (8 nurseries) ",Ecology,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,"Involve the private sector and civil society in the reforestation effort through multipurpose, indigenous and climate-resilient plantations,",Ecology,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,"Improve monitoring, warning and protection systems for forests against climatic risks (fires, new diseases, etc.), ",Ecology,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,"Put in place specific anti-fire facilities (opening and maintenance of forest tracks and firebreak trenches and mixed reforestation with hardwood and softwood species, etc.) ",Ecology,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,"Preserve and develop forest and agricultural areas and parks in urban and peri- urban areas to improve the resilience of cities: thermal comfort, air quality, risk of flooding, etc. ",Ecology,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,"Integrate considerations related to climate change into the development and management plans of natural ecosystems (forests, rangelands, wetlands and protected areas) and anticipate their transformations, and encourage co- management with local populations ",Ecology,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,"Anticipate climate risks and assist the transformation of natural ecosystems and the migration of species to favorable areas (forests, rangelands and steppes), ",Ecology,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,Conserve ecological functions of the zone,Ecology,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,"Develop and implement a national program and sub-programmes to improve knowledge of the biodiversity of arid and desert zones, wetlands, marine zones and coastal zones ",Ecology,2030,1,Number, national programs,,,,,,,,
Tunisia,NDC,2021,Action,Measure,Develop and implement a fire prevention and control program of forests ,Ecology,2030,1,Number,  programs,,,,,,,,
Tunisia,NDC,2021,Action,Measure,Adapt forest biodiversity to climate change,Ecology,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,Adapt biodiversity in rural areas to climate change ,Ecology,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,Adapt the biodiversity of coastal ecosystems,Ecology,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,Develop and implement a strategy to combat invasive alien species ,Ecology,2030,1,Number, strategies,,,,,,,,
Tunisia,NDC,2021,Action,Measure,Develop and implement a program to improve the status of biodiversity arid and desert environments ,Ecology,2030,1,Number,  programs,,,,,,,,
Tunisia,NDC,2021,Action,Measure,Implement the action plan of the sustainable development strategy for oases Tunisian ,Ecology,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,"Develop and implement a strategy and action plan for the conservation and management of the biodiversity of terrestrial, marine and coastal wetlands ",Ecology,2030,1,Number, strategies,,,,,,,,
Tunisia,NDC,2021,Action,Measure,Consolidate protection and restoration actions with a view to improving the resilience of ecosystems and their ecosystem services ,Ecology,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,"Establishment of an appropriate legislative and institutional framework, making it possible to establish the DRR as a national, multisectoral and multidisciplinary priority integrating the diversity of actors concerned",Climate disasters,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,"Integration of DRR in the National Adaptation Plan (NAP), to promote sustainable food security and through land use planning ",Climate disasters,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,Support for the adoption of concerted local disaster risk reduction strategies and the provision of dedicated resources for their application,Climate disasters,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,Systematic application of “Risk Informing Programming/Risk Informed Development” tools to inform and influence strategies and decision-making,Climate disasters,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,Implement Early Warning Systems (EWS),Climate disasters,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,"Deployment of early warning systems, in particular to manage floods and floods as well as forest fires, informed by the national authorities and relayed by the competent local authorities through information channels and tools adapted to all audiences.",Climate disasters,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,Establishment of multi-level and intersectoral coordination mechanisms for response measures with early warning systems,Climate disasters,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,"Strengthen, raise awareness and share knowledge on risks",Climate disasters,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,Sensitization of stakeholders and communities to the local strategies put in place and to crisis management and disaster risk reduction,Climate disasters,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,"Promotion of the “Peace, Recovery and Development” Nexus in DRR decisions",Climate disasters,2030,,,,,,,,,,,
Tunisia,NDC,2021,Action,Measure,"Advocate for Grand Bargain alignment for multi-year, integrated and inclusive funding between donors and humanitarian organizations to improve the efficiency and effectiveness of humanitarian action",Climate disasters,2030,,,,,,,,,,,
Uganda,NDC,2022,Hazard,Climate-induced hazards,Droughts,Crosscutting,,,,,,,,,,,,
Uganda,NDC,2022,Hazard,Climate-induced hazards,Floods,Crosscutting,,,,,,,,,,,,
Uganda,NDC,2022,Hazard,Climate-induced hazards,Landslides,Crosscutting,,,,,,,,,,,,
Uganda,NDC,2022,Hazard,Climate-induced hazards,"Windstorms, hailstorms, lightning",Crosscutting,,,,,,,,,,,,
Uganda,NDC,2022,System at risk,Priority sector,The Risk and Vulnerability Assessment revealed further that the priority sectors for adaptation in Uganda remain: ecosystem (…),,,,,,,,,,,,,
Uganda,NDC,2022,System at risk,Priority sector,The Risk and Vulnerability Assessment revealed further that the priority sectors for adaptation in Uganda remain (…) water resources,,,,,,,,,,,,,
Uganda,NDC,2022,System at risk,Priority sector,The Risk and Vulnerability Assessment revealed further that the priority sectors for adaptation in Uganda remain: (…) crop,,,,,,,,,,,,,
Uganda,NDC,2022,System at risk,Priority sector,The Risk and Vulnerability Assessment revealed further that the priority sectors for adaptation in Uganda remain: (…) forestry,,,,,,,,,,,,,
Uganda,NDC,2022,System at risk,Priority sector,The Risk and Vulnerability Assessment revealed further that the priority sectors for adaptation in Uganda remain (…) livestock,,,,,,,,,,,,,
Uganda,NDC,2022,System at risk,Priority sector,Climate change is impacting and is projected to impact physical infrastructure (…) ,,,,,,,,,,,,,
Uganda,NDC,2022,System at risk,Priority sector,Climate change is impacting and is projected to impact  (…) food security,,,,,,,,,,,,,
Uganda,NDC,2022,System at risk,Priority sector,Climate change is impacting and is projected to impact  (…) ecosystems,,,,,,,,,,,,,
Uganda,NDC,2022,System at risk,Priority sector,Climate change is impacting and is projected to impact  (…) health,,,,,,,,,,,,,
Uganda,NDC,2022,Goal,no,"the country will continue to address adaptation in key vulnerable sectors and build adaptive capacity at all levels, address loss and damage, and increase resilience at the grassroots level.
",Crosscutting,,,,,,,,,,,,
Uganda,NDC,2022,Objective,Outcome,Enhanced ecosystems resilience,Ecosystems,,,,,,,,,,,,
